date_application	top_liste	prix_fht	prix_ttc	top_sur_facture	type_marge	code_marge	marge_ttc	date_source_doc	type_source_doc	code_ucd
2018-08-01	1	566.674	578.57	N	0	3	22	2018-07-18	JO	9279966
2015-04-15	1	584.2	596.47	N	0	3	22	2015-04-15	JO	9279966
2019-01-01	1	1.617	1.65	N	0	3	22	2018-11-13	JO	9279972
2017-04-15	1	2.994	3.06	N	0	3	22	2017-04-04	JO	9279972
2016-03-01	1	4.99	5.09	N	0	3	22	2016-03-02	JO	9279972
2010-01-01	1	2.083	2.13	N	0	3	22	2009-04-29	JO	9280030
2010-01-01	1	9.08	9.27	N	0	3	22	2009-04-29	JO	9280047
2010-01-01	1	3.658	3.73	N	0	3	22	2009-04-29	JO	9280053
2010-01-01	1	72	73.51	N	0	3	22	2009-04-29	JO	9280403
2006-11-24	2	72	73.51				0	2006-11-23	JO	9280403
2010-01-01	1	5.923	6.05	N	0	3	22	2009-04-29	JO	9280596
2010-01-01	1	255	260.36	N	0	3	22	2009-04-29	JO	9280797
2010-01-01	1	318.75	325.44	N	0	3	22	2009-04-29	JO	9280805
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9281070
2009-09-01	2	153	156.21				0	2009-05-28	JO	9281070
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9281087
2009-09-01	2	306	312.43				0	2009-05-28	JO	9281087
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9281093
2009-09-01	2	153	156.21				0	2009-05-28	JO	9281093
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9281101
2009-09-01	2	306	312.43				0	2009-05-28	JO	9281101
2017-12-20	1	30.6	31.24	N	0	3	22	2017-12-19	JO	9281118
2017-12-07	1	30.6	31.24	N	0	3	22	2017-12-06	JO	9281118
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9281118
2009-09-01	2	153	156.21				0	2009-05-28	JO	9281118
2017-12-20	1	61.2	62.49	N	0	3	22	2017-12-19	JO	9281124
2017-12-07	1	61.2	62.49	N	0	3	22	2017-12-06	JO	9281124
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9281124
2009-09-01	2	306	312.43				0	2009-05-28	JO	9281124
2017-12-20	1	30.6	31.24	N	0	3	22	2017-12-19	JO	9281130
2017-12-07	1	30.6	31.24	N	0	3	22	2017-12-06	JO	9281130
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9281130
2009-09-01	2	153	156.21				0	2009-05-28	JO	9281130
2017-12-20	1	61.2	62.49	N	0	3	22	2017-12-19	JO	9281147
2017-12-07	1	61.2	62.49	N	0	3	22	2017-12-06	JO	9281147
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9281147
2009-09-01	2	306	312.43				0	2009-05-28	JO	9281147
2010-01-01	1	22	22.46	N	0	3	22	2009-04-29	JO	9281176
2010-01-01	2	22	22.46				0	2009-06-19	JO	9281176
2010-01-01	1	103	105.16	N	0	3	22	2009-04-29	JO	9281182
2010-01-01	2	103	105.16				0	2009-06-19	JO	9281182
2016-03-01	1	297	303.24	N	0	3	22	2016-02-03	JO	9281199
2011-01-01	1	500.4	510.91	N	0	3	22	2010-04-23	JO	9281360
2011-01-01	2	500.4	510.91				0	2010-04-23	JO	9281360
2011-01-01	1	125.1	127.73	N	0	3	22	2010-04-23	JO	9281377
2011-01-01	2	125.1	127.73				0	2010-04-23	JO	9281377
2011-01-01	1	250.2	255.45	N	0	3	22	2010-04-23	JO	9281383
2011-01-01	2	250.2	255.45				0	2010-04-23	JO	9281383
2018-04-01	1	39.615	40.45	N	0	3	22	2018-03-20	JO	9282709
2018-04-01	2	39.615	40.45				0	2018-03-20	JO	9282709
2011-01-01	1	41.7	42.58	N	0	3	22	2010-04-23	JO	9282709
2011-01-01	2	41.7	42.58				0	2010-04-23	JO	9282709
2018-04-01	1	396.15	404.47	N	0	3	22	2018-03-20	JO	9282715
2018-04-01	2	396.15	404.47				0	2018-03-20	JO	9282715
2011-01-01	1	417	425.76	N	0	3	22	2010-04-23	JO	9282715
2011-01-01	2	417	425.76				0	2010-04-23	JO	9282715
2018-04-01	1	99.038	101.12	N	0	3	22	2018-03-20	JO	9282721
2018-04-01	2	99.038	101.12				0	2018-03-20	JO	9282721
2011-01-01	1	104.25	106.44	N	0	3	22	2010-04-23	JO	9282721
2011-01-01	2	104.25	106.44				0	2010-04-23	JO	9282721
2018-04-01	1	198.075	202.23	N	0	3	22	2018-03-20	JO	9282738
2018-04-01	2	198.075	202.23				0	2018-03-20	JO	9282738
2011-01-01	1	208.5	212.88	N	0	3	22	2010-04-23	JO	9282738
2011-01-01	2	208.5	212.88				0	2010-04-23	JO	9282738
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9282744
2009-03-01	2	150	153.15				0	2008-12-24	JO	9282744
2016-12-01	1	42.75	43.65	N	0	3	22	2016-11-25	JO	9282750
2009-03-01	2	225	229.73				0	2008-12-24	JO	9282750
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9282767
2009-03-01	2	45	45.95				0	2008-12-24	JO	9282767
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9282773
2009-03-01	2	450	459.45				0	2008-12-24	JO	9282773
2010-09-01	2	3362	3432.6				0	2010-07-27	JO	9283904
2011-01-01	1	500.4	510.91	N	0	3	22	2010-04-23	JO	9284097
2011-01-01	2	500.4	510.91				0	2010-04-23	JO	9284097
2011-01-01	1	250.2	255.45	N	0	3	22	2010-04-23	JO	9284105
2011-01-01	2	250.2	255.45				0	2010-04-23	JO	9284105
2015-10-16	1	2.34	2.39	N	0	3	22	2015-10-15	JO	9284163
2015-10-16	1	3.06	3.12	N	0	3	22	2015-10-15	JO	9284186
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9284306
2009-09-01	2	88	89.85				0	2009-06-24	JO	9284306
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9284312
2009-09-01	2	18	18.38				0	2009-06-24	JO	9284312
2010-01-01	1	132	134.77	N	0	3	22	2009-04-29	JO	9284329
2009-09-01	2	132	134.77				0	2009-06-24	JO	9284329
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9284335
2009-09-01	2	264	269.54				0	2009-06-24	JO	9284335
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9284341
2009-09-01	2	35	35.74				0	2009-06-19	JO	9284341
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9284358
2009-09-01	2	264	269.54				0	2009-06-19	JO	9284358
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9284364
2009-09-01	2	88	89.85				0	2009-06-19	JO	9284364
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9284370
2009-09-01	2	18	18.38				0	2009-06-19	JO	9284370
2010-01-01	1	132	134.77	N	0	3	22	2009-04-29	JO	9284387
2009-09-01	2	132	134.77				0	2009-06-19	JO	9284387
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9284393
2009-09-01	2	35	35.74				0	2009-06-19	JO	9284393
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9284401
2009-09-01	2	264	269.54				0	2009-06-19	JO	9284401
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9284418
2009-09-01	2	88	89.85				0	2009-06-19	JO	9284418
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9284424
2009-09-01	2	18	18.38				0	2009-06-19	JO	9284424
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9284499
2009-03-01	2	150	153.15				0	2008-12-24	JO	9284499
2016-12-01	1	42.75	43.65	N	0	3	22	2016-11-25	JO	9284507
2009-03-01	2	225	229.73				0	2008-12-24	JO	9284507
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9284513
2009-03-01	2	45	45.95				0	2008-12-24	JO	9284513
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9284536
2009-03-01	2	450	459.45				0	2008-12-24	JO	9284536
2012-01-01	1	259.2	264.64	N	0	3	22	2011-11-29	JO	9284803
2018-04-01	1	792.3	808.94	N	0	3	22	2018-03-20	JO	9284890
2018-04-01	2	792.3	808.94				0	2018-03-20	JO	9284890
2011-01-01	1	834	851.51	N	0	3	22	2010-04-23	JO	9284890
2011-01-01	2	834	851.51				0	2010-04-23	JO	9284890
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9285257
2009-09-01	2	35	35.74				0	2009-05-28	JO	9285257
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9285263
2009-09-01	2	264	269.54				0	2009-05-28	JO	9285263
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9285286
2009-09-01	2	88	89.85				0	2009-05-28	JO	9285286
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9285292
2009-09-01	2	18	18.38				0	2009-05-28	JO	9285292
2010-01-01	1	132	134.77	N	0	3	22	2009-04-29	JO	9285300
2009-09-01	2	132	134.77				0	2009-05-28	JO	9285300
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9285317
2009-09-01	2	35	35.74				0	2009-06-19	JO	9285317
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9285323
2009-09-01	2	264	269.54				0	2009-06-19	JO	9285323
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9285346
2009-09-01	2	88	89.85				0	2009-06-19	JO	9285346
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9285352
2009-09-01	2	18	18.38				0	2009-06-19	JO	9285352
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9285381
2009-03-01	2	150	153.15				0	2008-12-24	JO	9285381
2016-12-01	1	42.75	43.65	N	0	3	22	2016-11-25	JO	9285398
2009-03-01	2	225	229.73				0	2008-12-24	JO	9285398
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9285406
2009-03-01	2	45	45.95				0	2008-12-24	JO	9285406
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9285412
2009-03-01	2	450	459.45				0	2008-12-24	JO	9285412
2020-01-01	1	1.897	1.94	N	0	3	22	2019-11-06	JO	9286995
2017-01-01	1	3.162	3.23	N	0	3	22	2016-12-20	JO	9286995
2016-11-01	2	1202.876	1228.14				0	2016-10-14	JO	9287196
2017-01-01	1	393.54	401.8	N	0	3	22	2016-12-21	JO	9288304
2018-06-01	1	6.743	6.88	N	0	3	22	2018-04-10	JO	9288310
2017-01-01	1	11.238	11.47	N	0	3	22	2016-12-21	JO	9288310
2018-06-01	1	6.743	6.88	N	0	3	22	2018-04-10	JO	9288327
2017-01-01	1	11.238	11.47	N	0	3	22	2016-12-21	JO	9288327
2017-03-02	1	12.32	12.58	N	0	4	0	2017-03-02	CNAMTS	9289290
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9290301
2010-01-01	1	33	33.69	N	0	3	22	2009-04-29	JO	9290318
2010-01-01	1	8	8.17	N	0	3	22	2009-04-29	JO	9290324
2017-03-01	1	648	661.61	N	0	3	22	2017-02-23	JO	9290413
2017-03-01	2	648	661.61				0	2017-02-23	JO	9290413
2012-03-01	1	720	735.12	N	0	3	22	2012-01-03	JO	9290413
2012-03-01	2	720	735.12				0	2012-01-03	JO	9290413
2017-03-01	1	324	330.8	N	0	3	22	2017-02-23	JO	9290436
2017-03-01	2	324	330.8				0	2017-02-23	JO	9290436
2012-03-01	1	360	367.56	N	0	3	22	2012-01-03	JO	9290436
2012-03-01	2	360	367.56				0	2012-01-03	JO	9290436
2017-03-01	1	162	165.4	N	0	3	22	2017-02-23	JO	9290442
2017-03-01	2	162	165.4				0	2017-02-23	JO	9290442
2012-03-01	1	180	183.78	N	0	3	22	2012-01-03	JO	9290442
2012-03-01	2	180	183.78				0	2012-01-03	JO	9290442
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9290459
2009-03-01	2	150	153.15				0	2008-12-24	JO	9290459
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9290465
2009-03-01	2	45	45.95				0	2008-12-24	JO	9290465
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9290471
2009-03-01	2	450	459.45				0	2008-12-24	JO	9290471
2014-07-18	1	0	0	O	0	3	22	2014-07-17	JO	9290502
2019-01-01	2	192.483	196.53				0	2018-12-14	JO	9290519
2016-11-10	2	201.847	206.09				0	2016-11-08	JO	9290519
2019-01-01	2	769.933	786.1				0	2018-12-14	JO	9290525
2016-11-10	2	807.389	824.34				0	2016-11-08	JO	9290525
2010-01-01	1	9	9.19	N	0	3	22	2009-04-29	JO	9290844
2010-01-01	1	19	19.4	N	0	3	22	2009-04-29	JO	9290850
2010-01-01	1	5	5.11	N	0	3	22	2009-04-29	JO	9290867
2012-12-01	1	25.32	25.85	N	0	3	22	2012-11-16	JO	9290873
2007-12-12	2	208	212.37				0	2007-12-11	JO	9291602
2018-01-02	2	474.6	484.57				0	2017-12-19	JO	9293216
2013-11-16	2	525	536.03				0	2013-11-15	JO	9293216
2019-01-02	2	1473.165	1504.1				0	2018-11-30	JO	9293340
2017-01-01	2	1636.85	1671.22				0	2016-12-27	JO	9293340
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9293357
2009-09-01	2	264	269.54				0	2009-06-19	JO	9293357
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9293363
2009-09-01	2	88	89.85				0	2009-06-19	JO	9293363
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9293386
2009-09-01	2	18	18.38				0	2009-06-19	JO	9293386
2010-01-01	1	132	134.77	N	0	3	22	2009-04-29	JO	9293392
2009-09-01	2	132	134.77				0	2009-06-19	JO	9293392
2017-05-26	1	0	0	O	0	3	22	2017-05-25	JO	9293529
2015-04-10	1	0	0	O	0	3	22	2015-04-09	JO	9293558
2015-04-10	1	0	0	O	0	3	22	2015-04-09	JO	9293564
2016-07-01	2	2705.625	2762.44				0	2016-06-17	JO	9293593
2010-01-01	1	25	25.53	N	0	3	22	2009-04-29	JO	9294641
2010-01-01	1	14	14.29	N	0	3	22	2009-04-29	JO	9294658
2010-01-01	1	4	4.08	N	0	3	22	2009-04-29	JO	9294664
2010-01-01	1	42	42.88	N	0	3	22	2009-04-29	JO	9294670
2018-06-01	2	814.05	831.15				0	2018-05-24	JO	9294954
2013-01-01	2	1356.75	1385.24				0	2012-12-26	JO	9294954
2019-02-28	1	2.884	2.94	N	0	3	22	2018-11-30	JO	9295008
2018-05-15	1	4.807	4.91	N	0	3	22	2018-05-10	JO	9295008
2013-04-01	1	5.341	5.45	N	0	3	22	2013-03-19	JO	9295008
2016-04-16	1	29.6	30.22	N	0	3	22	2016-05-24	JO	9295497
2016-04-16	1	59.2	60.44	N	0	3	22	2016-05-24	JO	9295505
2020-03-01	2	76.732	78.34				0	2019-12-19	JO	9295853
2018-01-02	2	80.77	82.47				0	2017-12-28	JO	9295853
2016-09-01	2	87.07	88.9				0	2016-05-19	JO	9295853
2018-01-02	2	80.77	82.47				0	2017-12-28	JO	9295876
2016-09-01	2	87.07	88.9				0	2016-05-19	JO	9295876
2020-03-01	2	153.463	156.69				0	2019-12-19	JO	9295882
2018-01-02	2	161.54	164.93				0	2017-12-28	JO	9295882
2016-09-01	2	174.142	177.8				0	2016-05-19	JO	9295882
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9296189
2010-01-01	1	33	33.69	N	0	3	22	2009-04-29	JO	9296195
2010-01-01	1	8	8.17	N	0	3	22	2009-04-29	JO	9296203
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9296829
2009-03-01	2	150	153.15				0	2008-12-24	JO	9296829
2016-12-01	1	42.75	43.65	N	0	3	22	2016-11-25	JO	9296835
2009-03-01	2	225	229.73				0	2008-12-24	JO	9296835
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9296841
2009-03-01	2	45	45.95				0	2008-12-24	JO	9296841
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9296858
2009-03-01	2	450	459.45				0	2008-12-24	JO	9296858
2010-01-01	1	21.6	22.05	N	0	3	22	2009-04-29	JO	9297036
2008-02-27	2	21.6	22.05				0	2008-02-26	JO	9297036
2010-01-01	1	144	147.02	N	0	3	22	2009-04-29	JO	9297042
2008-02-27	2	144	147.02				0	2008-02-26	JO	9297042
2010-01-01	1	22	22.46	N	0	3	22	2009-04-29	JO	9297088
2010-01-01	2	22	22.46				0	2009-06-19	JO	9297088
2010-01-01	1	22	22.46	N	0	3	22	2009-04-29	JO	9297094
2010-01-01	2	22	22.46				0	2009-06-19	JO	9297094
2010-01-01	1	103	105.16	N	0	3	22	2009-04-29	JO	9297102
2010-01-01	2	103	105.16				0	2009-06-19	JO	9297102
2019-01-01	1	7.92	8.09	N	0	3	22	2018-12-14	JO	9297183
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9297183
2019-01-01	1	14.52	14.82	N	0	3	22	2018-12-14	JO	9297208
2010-01-01	1	33	33.69	N	0	3	22	2009-04-29	JO	9297208
2019-01-01	1	3.52	3.59	N	0	3	22	2018-12-14	JO	9297214
2010-01-01	1	8	8.17	N	0	3	22	2009-04-29	JO	9297214
2007-12-28	2	400	408.4				0	2007-12-27	JO	9297332
2017-12-20	1	61.2	62.49	N	0	3	22	2017-12-19	JO	9297349
2017-12-07	1	61.2	62.49	N	0	3	22	2017-12-06	JO	9297349
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9297349
2009-09-01	2	306	312.43				0	2009-05-28	JO	9297349
2017-12-20	1	30.6	31.24	N	0	3	22	2017-12-19	JO	9297355
2017-12-07	1	30.6	31.24	N	0	3	22	2017-12-06	JO	9297355
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9297355
2009-09-01	2	153	156.21				0	2009-05-28	JO	9297355
2016-04-01	1	13.941	14.23	N	0	3	22	2016-03-15	JO	9297467
2016-04-01	2	13.941	14.23				0	2016-03-15	JO	9297467
2020-01-01	1	125.763	128.4	N	0	3	22	2019-12-17	JO	9298113
2018-03-01	1	139.737	142.67	N	0	3	22	2018-02-20	JO	9298113
2017-03-09	1	155.263	158.52	N	0	3	22	2017-03-08	JO	9298113
2013-10-20	1	163.435	166.87	N	0	3	22	2013-03-19	JO	9298113
2008-05-21	2	172.037	175.65				0	2008-05-20	JO	9298113
2020-01-01	1	132.655	135.44	N	0	3	22	2019-12-17	JO	9298136
2018-03-01	1	147.394	150.49	N	0	3	22	2018-02-20	JO	9298136
2017-03-09	1	163.771	167.21	N	0	3	22	2017-03-08	JO	9298136
2013-10-20	1	172.391	176.01	N	0	3	22	2013-03-19	JO	9298136
2008-05-21	2	181.464	185.27				0	2008-05-20	JO	9298136
2020-01-01	1	145.921	148.99	N	0	3	22	2019-12-17	JO	9298142
2018-03-01	1	162.134	165.54	N	0	3	22	2018-02-20	JO	9298142
2017-03-09	1	180.149	183.93	N	0	3	22	2017-03-08	JO	9298142
2013-10-20	1	189.631	193.61	N	0	3	22	2013-03-19	JO	9298142
2008-05-21	2	199.611	203.8				0	2008-05-20	JO	9298142
2020-01-01	1	119.948	122.47	N	0	3	22	2019-12-17	JO	9298159
2018-03-01	1	133.276	136.07	N	0	3	22	2018-02-20	JO	9298159
2017-03-09	1	148.084	151.19	N	0	3	22	2017-03-08	JO	9298159
2013-10-20	1	155.878	159.15	N	0	3	22	2013-03-19	JO	9298159
2008-05-21	2	164.082	167.53				0	2008-05-20	JO	9298159
2017-12-20	1	61.2	62.49	N	0	3	22	2017-12-19	JO	9298254
2017-12-07	1	61.2	62.49	N	0	3	22	2017-12-06	JO	9298254
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9298254
2009-09-01	2	306	312.43				0	2009-06-24	JO	9298254
2017-12-20	1	30.6	31.24	N	0	3	22	2017-12-19	JO	9298260
2017-12-07	1	30.6	31.24	N	0	3	22	2017-12-06	JO	9298260
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9298260
2009-09-01	2	153	156.21				0	2009-06-24	JO	9298260
2010-01-01	1	103	105.16	N	0	3	22	2009-04-29	JO	9298277
2010-01-01	2	103	105.16				0	2009-06-19	JO	9298277
2010-01-01	1	72	73.51	N	0	3	22	2009-04-29	JO	9298461
2010-01-01	1	22	22.46	N	0	3	22	2009-04-29	JO	9298490
2010-01-01	2	22	22.46				0	2009-06-19	JO	9298490
2010-01-01	1	103	105.16	N	0	3	22	2009-04-29	JO	9298509
2010-01-01	2	103	105.16				0	2009-06-19	JO	9298509
2013-01-01	1	5.95	6.07	N	0	3	22	2012-11-22	JO	9298610
2018-01-02	2	3943.275	4026.08				0	2017-12-19	JO	9299207
2016-06-15	2	4263	4352.52				0	2016-06-10	JO	9299207
2018-06-21	1	0	0	O	0	3	22	2018-06-20	JO	9299319
2010-01-01	1	0	0	O	0	3	22	2009-04-29	JO	9299420
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9299443
2009-03-01	2	150	153.15				0	2008-12-24	JO	9299443
2016-12-01	1	42.75	43.65	N	0	3	22	2016-11-25	JO	9299466
2009-03-01	2	225	229.73				0	2008-12-24	JO	9299466
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9299472
2009-03-01	2	45	45.95				0	2008-12-24	JO	9299472
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9299489
2009-03-01	2	450	459.45				0	2008-12-24	JO	9299489
2014-05-08	1	0	0	O	0	3	22	2014-05-07	JO	9300175
2019-01-01	2	253.49	258.81				0	2018-11-22	JO	9300181
2018-01-02	2	281.655	287.57				0	2017-12-14	JO	9300181
2016-03-15	2	312.95	319.52				0	2016-03-11	JO	9300181
2010-01-01	1	1.19	1.21	N	0	3	22	2009-04-29	JO	9300749
2010-01-01	1	12.55	12.81	N	0	3	22	2009-04-29	JO	9300956
2019-04-01	2	790.964	807.57				0	2019-03-26	JO	9301111
2015-01-01	2	823.921	841.22				0	2014-12-18	JO	9301111
2019-04-01	2	158.193	161.52				0	2019-03-26	JO	9301128
2015-01-01	2	164.784	168.24				0	2014-12-18	JO	9301128
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9301163
2009-09-01	2	306	312.43				0	2009-06-19	JO	9301163
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9301186
2009-09-01	2	153	156.21				0	2009-06-19	JO	9301186
2017-12-20	1	61.2	62.49	N	0	3	22	2017-12-19	JO	9301393
2017-12-07	1	61.2	62.49	N	0	3	22	2017-12-06	JO	9301393
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9301393
2009-09-01	2	306	312.43				0	2009-06-19	JO	9301393
2017-12-20	1	30.6	31.24	N	0	3	22	2017-12-19	JO	9301401
2017-12-07	1	30.6	31.24	N	0	3	22	2017-12-06	JO	9301401
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9301401
2009-09-01	2	153	156.21				0	2009-06-19	JO	9301401
2010-01-01	1	306	312.43	N	0	3	22	2009-04-29	JO	9302139
2009-09-01	2	306	312.43				0	2009-05-28	JO	9302139
2010-01-01	1	153	156.21	N	0	3	22	2009-04-29	JO	9302145
2009-09-01	2	153	156.21				0	2009-05-28	JO	9302145
2010-01-01	1	19	19.4	N	0	3	22	2009-04-29	JO	9302286
2010-01-01	1	5	5.11	N	0	3	22	2009-04-29	JO	9302292
2012-12-01	1	25.32	25.85	N	0	3	22	2012-11-16	JO	9302300
2010-01-01	1	9	9.19	N	0	3	22	2009-04-29	JO	9302323
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9303386
2010-01-01	1	33	33.69	N	0	3	22	2009-04-29	JO	9303392
2010-01-01	1	8	8.17	N	0	3	22	2009-04-29	JO	9303400
2010-01-01	1	74.25	75.81	N	0	3	22	2009-04-29	JO	9303682
2008-02-27	2	74.25	75.81				0	2008-02-26	JO	9303682
2010-01-01	1	148.5	151.62	N	0	3	22	2009-04-29	JO	9303699
2008-02-27	2	148.5	151.62				0	2008-02-26	JO	9303699
2017-01-02	1	7.989	8.16	N	0	3	22	2016-12-13	JO	9303877
2017-07-01	1	648	661.61	N	0	3	22	2017-05-04	JO	9304256
2017-07-01	2	648	661.61				0	2017-05-04	JO	9304256
2012-03-01	1	720	735.12	N	0	3	22	2011-11-29	JO	9304256
2012-03-01	2	720	735.12				0	2011-11-29	JO	9304256
2017-07-01	1	1296	1323.22	N	0	3	22	2017-05-04	JO	9304262
2017-07-01	2	1296	1323.22				0	2017-05-04	JO	9304262
2012-03-01	1	1440	1470.24	N	0	3	22	2011-11-29	JO	9304262
2012-03-01	2	1440	1470.24				0	2011-11-29	JO	9304262
2017-07-01	1	162	165.4	N	0	3	22	2017-05-04	JO	9304279
2017-07-01	2	162	165.4				0	2017-05-04	JO	9304279
2012-03-01	1	180	183.78	N	0	3	22	2011-11-29	JO	9304279
2012-03-01	2	180	183.78				0	2011-11-29	JO	9304279
2017-07-01	1	324	330.8	N	0	3	22	2017-05-04	JO	9304285
2017-07-01	2	324	330.8				0	2017-05-04	JO	9304285
2012-03-01	1	360	367.56	N	0	3	22	2011-11-29	JO	9304285
2012-03-01	2	360	367.56				0	2011-11-29	JO	9304285
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9304457
2009-09-01	2	35	35.74				0	2009-05-28	JO	9304457
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9304463
2009-09-01	2	264	269.54				0	2009-05-28	JO	9304463
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9304486
2009-09-01	2	88	89.85				0	2009-05-28	JO	9304486
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9304492
2009-09-01	2	18	18.38				0	2009-05-28	JO	9304492
2016-02-01	2	291.816	297.94				0	2016-01-15	JO	9304718
2016-06-01	2	712.8	727.77				0	2016-03-02	JO	9304776
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9305095
2009-09-01	2	35	35.74				0	2009-05-28	JO	9305095
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9305103
2009-09-01	2	264	269.54				0	2009-05-28	JO	9305103
2010-01-01	1	88	89.85	N	0	3	22	2009-04-29	JO	9305126
2009-09-01	2	88	89.85				0	2009-05-28	JO	9305126
2010-01-01	1	18	18.38	N	0	3	22	2009-04-29	JO	9305132
2009-09-01	2	18	18.38				0	2009-05-28	JO	9305132
2016-12-01	1	28.5	29.1	N	0	3	22	2016-11-25	JO	9305379
2009-03-01	2	150	153.15				0	2008-12-24	JO	9305379
2016-12-01	1	8.55	8.73	N	0	3	22	2016-11-25	JO	9305385
2009-03-01	2	45	45.95				0	2008-12-24	JO	9305385
2016-12-01	1	85.5	87.3	N	0	3	22	2016-11-25	JO	9305391
2009-03-01	2	450	459.45				0	2008-12-24	JO	9305391
2012-01-25	1	264	269.54	N	0	3	22	2012-01-24	JO	9306605
2009-09-01	2	264	269.54				0	2009-06-19	JO	9306605
2012-01-25	1	88	89.85	N	0	3	22	2012-01-24	JO	9306611
2009-09-01	2	88	89.85				0	2009-06-19	JO	9306611
2012-01-25	1	18	18.38	N	0	3	22	2012-01-24	JO	9306628
2009-09-01	2	18	18.38				0	2009-06-19	JO	9306628
2010-01-01	1	35	35.74	N	0	3	22	2009-04-29	JO	9306634
2009-09-01	2	35	35.74				0	2009-06-19	JO	9306634
2010-01-01	1	264	269.54	N	0	3	22	2009-04-29	JO	9306640
2009-09-01	2	264	269.54				0	2009-06-19	JO	9306640
